路線,地点標名称,緯度（度）,緯度（分）,緯度（秒）,経度（度）,経度（分）,経度（秒）
4,0,35,41,2.7,139,46,28.2
4,0.1,35,41,5.8,139,46,28.2
4,0.2,35,41,8.5,139,46,27.2
4,0.4,35,41,10.6,139,46,26.3
4,0.5,35,41,18.2,139,46,23
4,0.522,35,41,19.7,139,46,22.4
4,0.6,35,41,19.9,139,46,25.5
4,0.7,35,41,21.1,139,46,29.2
4,0.786,35,41,22.1,139,46,32.3
4,0.9,35,41,25.8,139,46,30.9
4,1,35,41,28.4015,139,46,29.1272
4,1.1,35,41,31.9,139,46,29.4
4,1.2,35,41,35,139,46,29.8
4,1.4,35,41,41.4,139,46,30.8
4,1.5,35,41,44.7,139,46,31.2
4,1.6,35,41,47.9,139,46,31.8
4,1.8,35,41,54.3,139,46,32
4,1.9,35,41,57.5,139,46,31.9
4,2,35,42,0.6582,139,46,31.2714
4,2.1,35,42,4.1,139,46,32.2
4,2.2,35,42,7.1,139,46,32.5
4,2.4,35,42,13.6,139,46,33.2
4,2.6,35,42,19.9,139,46,33.9
4,2.8,35,42,26.6,139,46,34.7
4,2.9,35,42,29.7,139,46,34.9
4,3,35,42,33.0917,139,46,34.5878
4,4,35,43,0.6631,139,46,52.58
4,5,35,43,28.2792,139,47,14.3664
4,6,35,43,56.2737,139,47,33.2635
4,7,35,44,25.2254,139,47,51.9802
4,8,35,44,57.6681,139,47,57.4985
4,9,35,45,28.3576,139,48,7.9618
4,10,35,46,0.2781,139,48,12.7812
4,11,35,46,32.6654,139,48,11.3331
4,12,35,47,4.8015,139,48,10.2343
4,13,35,47,36.7784,139,48,8.2582
4,14,35,48,9.3494,139,48,5.5128
4,14.6,35,48,25.1778,139,47,57.9957
4,15,35,48,33.5283,139,47,45.2068
4,15.2,35,48,38.8646,139,47,39.5975
4,15.4,35,48,44.9519,139,47,36.7659
4,18.2,35,50,14.7805,139,47,23.1672
4,18.4,35,50,20.9214,139,47,20.8511
4,18.6,35,50,27.4361,139,47,18.4217
4,18.8,35,50,33.4084,139,47,16.202
4,19,35,50,39.6875,139,47,13.8313
4,19.2,35,50,46.0033,139,47,11.4821
4,19.4,35,50,51.7001,139,47,9.1782
4,19.6,35,50,58.192,139,47,6.9201
4,19.8,35,51,4.3665,139,47,4.5174
4,20,35,51,10.7694,139,47,2.2124
4,20.2,35,51,16.8701,139,46,59.8464
4,20.4,35,51,23.1067,139,46,57.5242
4,20.6,35,51,29.4511,139,46,55.0492
4,20.8,35,51,35.3436,139,46,53.045
4,21,35,51,41.3436,139,46,50.8078
4,21.2,35,51,47.8386,139,46,48.5508
4,21.4,35,51,53.9648,139,46,47.1354
4,21.6,35,52,0.5047,139,46,45.8336
4,21.8,35,52,7.0333,139,46,44.5263
4,22,35,52,13.3217,139,46,43.2528
4,22.2,35,52,19.5896,139,46,41.9971
4,22.4,35,52,26.0197,139,46,40.7329
4,22.6,35,52,32.3303,139,46,39.2415
4,22.8,35,52,38.5216,139,46,36.9809
4,23,35,52,44.7451,139,46,34.0917
4,23.2,35,52,50.8778,139,46,31.2138
4,23.4,35,52,56.828,139,46,28.4531
4,23.6,35,53,2.8669,139,46,25.6299
4,23.8,35,53,8.9588,139,46,22.7874
4,24,35,53,15.4728,139,46,19.7268
4,24.2,35,53,21.1191,139,46,17.1013
4,24.4,35,53,27.1667,139,46,14.2621
4,24.6,35,53,33.1432,139,46,11.4663
4,24.8,35,53,39.0786,139,46,8.6838
4,25,35,53,45.4275,139,46,5.686
4,25.2,35,53,51.4914,139,46,2.8611
4,25.4,35,53,57.5855,139,46,0.2203
4,25.6,35,54,4.1293,139,45,59.1502
4,25.8,35,54,10.624,139,46,0.1393
4,26,35,54,16.6884,139,46,2.261
4,26.2,35,54,22.8459,139,46,4.4544
4,26.4,35,54,29.1396,139,46,6.6879
4,26.6,35,54,35.3771,139,46,8.9085
4,26.8,35,54,41.5085,139,46,11.4997
4,27,35,54,47.2979,139,46,15.6405
4,27.2,35,54,52.2422,139,46,20.7046
4,27.4,35,54,57.3689,139,46,26.4168
4,27.6,35,55,2.137,139,46,31.6544
4,27.8,35,55,6.9111,139,46,36.8036
4,28,35,55,11.6844,139,46,42.1154
4,28.2,35,55,16.5316,139,46,46.9069
4,28.4,35,55,21.4507,139,46,52.4425
4,28.6,35,55,25.2684,139,46,56.4288
4,28.8,35,55,32.515,139,46,57.4548
4,29,35,55,38.6178,139,46,55.4309
4,29.2,35,55,44.3063,139,46,51.4959
4,29.4,35,55,49.9564,139,46,47.5675
4,29.6,35,55,55.7411,139,46,43.4655
4,29.8,35,56,1.3408,139,46,39.9334
4,30,35,56,7.7492,139,46,38.6684
4,30.2,35,56,14.3869,139,46,37.8963
4,30.4,35,56,20.5397,139,46,36.8275
4,30.6,35,56,27.0674,139,46,35.6941
4,30.8,35,56,33.4716,139,46,34.568
4,31,35,56,39.739,139,46,33.4288
4,31.2,35,56,46.1721,139,46,32.3214
4,31.4,35,56,52.7128,139,46,32.1437
4,31.6,35,56,59.2489,139,46,32.0581
4,31.8,35,57,5.428,139,46,33.3453
4,32,35,57,12.1258,139,46,34.9621
4,32.2,35,57,18.5125,139,46,35.8755
4,32.4,35,57,23.8878,139,46,33.6865
4,32.6,35,57,29.9917,139,46,29.4541
4,32.8,35,57,35.6991,139,46,25.4267
4,33,35,57,40.9597,139,46,21.7083
4,33.2,35,57,46.5695,139,46,17.8699
4,33.4,35,57,52.7872,139,46,14.643
4,33.6,35,57,58.8033,139,46,11.7707
4,33.8,35,58,4.4756,139,46,9.0472
4,34,35,58,11.1883,139,46,5.8087
4,34.2,35,58,17.0185,139,46,2.464
4,34.4,35,58,22.9105,139,45,59.0005
4,34.6,35,58,28.9341,139,45,55.5388
4,34.8,35,58,35.2012,139,45,52.1448
4,35,35,58,40.6589,139,45,48.9997
4,35.2,35,58,46.5016,139,45,45.6608
4,35.4,35,58,51.9354,139,45,41.5122
4,35.6,35,58,58.2079,139,45,38.8561
4,35.8,35,59,4.5856,139,45,36.9558
4,36,35,59,9.8454,139,45,33.4816
4,36.8,35,59,27.3334,139,45,10.8585
4,37,35,59,34.3713,139,45,9.0018
4,37.2,35,59,40.7983,139,45,7.7029
4,37.4,35,59,47.8381,139,45,7.8638
4,37.6,35,59,53.8389,139,45,8.1878
4,37.8,36,0,0.4109,139,45,8.5196
4,38,36,0,6.8079,139,45,8.7541
4,38.2,36,0,13.0898,139,45,9.87
4,38.4,36,0,19.5492,139,45,11.8625
4,38.6,36,0,25.1658,139,45,13.6759
4,38.8,36,0,32.1068,139,45,15.698
4,39,36,0,38.2718,139,45,17.2779
4,39.2,36,0,44.6445,139,45,17.1067
4,39.4,36,0,50.0803,139,45,13.1932
4,39.6,36,0,54.7282,139,45,7.6119
4,39.8,36,0,59.4011,139,45,2.2244
4,40,36,1,3.7935,139,44,55.9174
4,40.2,36,1,7.7636,139,44,49.6801
4,40.4,36,1,11.9566,139,44,43.6804
4,40.6,36,1,16.4845,139,44,38.2533
4,40.8,36,1,21.6302,139,44,33.251
4,41,36,1,26.64,139,44,27.9548
4,41.2,36,1,30.8942,139,44,21.5304
4,41.4,36,1,34.7225,139,44,15.1223
4,41.6,36,1,38.3353,139,44,9.0558
4,41.8,36,1,42.3262,139,44,2.4537
4,42,36,1,46.2271,139,43,55.9789
4,42.2,36,1,50.1192,139,43,49.4766
4,42.4,36,1,53.8602,139,43,43.1856
4,42.6,36,1,57.7021,139,43,36.8488
4,42.8,36,2,1.524,139,43,30.4642
4,43,36,2,6.0234,139,43,24.993
4,43.2,36,2,12.1787,139,43,21.7163
4,43.4,36,2,18.3219,139,43,19.3965
4,43.6,36,2,24.276,139,43,16.9573
4,43.8,36,2,30.5499,139,43,14.5873
4,44,36,2,36.7845,139,43,12.0666
4,44.2,36,2,42.9197,139,43,9.6008
4,44.4,36,2,49.0819,139,43,7.0695
4,44.6,36,2,55.4012,139,43,4.5941
4,44.8,36,3,1.2793,139,43,2.3226
4,45,36,3,7.9938,139,42,59.711
4,45.2,36,3,14.1734,139,42,57.2768
4,45.4,36,3,20.4158,139,42,54.7872
4,45.6,36,3,26.4618,139,42,52.6251
4,45.8,36,3,32.8187,139,42,53.9095
4,46,36,3,39.366,139,42,55.35
4,46.8,36,4,4.8376,139,43,1.6603
4,47,36,4,10.9517,139,43,5.0013
4,47.8,36,4,31.2688,139,43,24.0113
4,48,36,4,37.7198,139,43,26.6135
4,48.2,36,4,44.0404,139,43,27.1582
4,48.4,36,4,50.3904,139,43,25.9274
4,48.6,36,4,56.7306,139,43,24.4193
4,48.8,36,5,3.3522,139,43,22.8545
4,49,36,5,9.5307,139,43,20.7164
4,49.2,36,5,15.5024,139,43,17.8098
4,49.4,36,5,21.725,139,43,15.7396
4,49.6,36,5,28.3789,139,43,15.3211
4,49.8,36,5,34.5724,139,43,14.9717
4,50,36,5,41.2266,139,43,15.3924
4,50.2,36,5,47.5438,139,43,17.4239
4,50.4,36,5,53.6137,139,43,19.48
4,50.6,36,5,59.6813,139,43,22.0682
4,50.8,36,6,6.0545,139,43,22.7071
4,51,36,6,12.7068,139,43,23.48
4,51.2,36,6,19.2499,139,43,23.815
4,51.4,36,6,25.5884,139,43,24.488
4,51.6,36,6,32.0696,139,43,25.2193
4,51.8,36,6,38.3408,139,43,26.4616
4,52,36,6,45.0991,139,43,25.9003
4,52.2,36,6,51.3374,139,43,24.2284
4,52.4,36,6,56.5431,139,43,19.6715
4,52.6,36,7,1.0436,139,43,14.0885
4,52.8,36,7,6.048,139,43,9.3319
4,53,36,7,11.8817,139,43,5.6459
4,53.2,36,7,16.5552,139,43,0.3225
4,53.4,36,7,21.2673,139,42,54.9594
4,53.6,36,7,26.1953,139,42,49.7529
4,53.8,36,7,31.0287,139,42,44.7263
4,54,36,7,36.8466,139,42,40.2245
4,54.2,36,7,42.5234,139,42,36.0579
4,54.4,36,7,48.2112,139,42,32.7679
4,54.6,36,7,53.9356,139,42,29.0612
4,54.8,36,8,0.682,139,42,27.5706
4,55,36,8,6.0439,139,42,23.0054
4,55.2,36,8,12.5573,139,42,20.9921
4,55.4,36,8,18.753,139,42,18.6733
4,55.6,36,8,24.6075,139,42,16.0344
4,55.8,36,8,30.1332,139,42,12.9125
4,56,36,8,46.826,139,42,35.0813
4,57,36,9,12.994,139,42,56.9123
4,58,36,9,43.0781,139,43,11.719
4,59,36,10,15.0457,139,43,10.3216
4,61,36,11,19.6937,139,43,4.7396
4,62,36,11,51.8754,139,43,8.0457
4,63,36,12,22.4645,139,42,58.5278
4,64,36,12,50.0717,139,42,41.7081
4,65,36,13,21.963,139,42,48.0281
4,66,36,13,50.4023,139,43,5.7572
4,67,36,14,10.1289,139,43,36.8972
4,68,36,14,32.5566,139,44,5.3805
4,69,36,14,56.8407,139,44,32.9937
4,70,36,15,17.7681,139,45,3.8254
4,71,36,15,36.8573,139,45,35.5561
4,72,36,16,2.9253,139,45,58.8915
4,73,36,16,29.8124,139,46,21.2601
4,74,36,16,58.0562,139,46,40.1483
4,75,36,17,21.5299,139,47,7.2429
4,76,36,17,52.3994,139,47,13.9773
4,77,36,18,19.0427,139,47,36.5083
4,78,36,18,46.4257,139,48,1.5675
4,79,36,19,19.6915,139,48,12.8474
4,80,36,19,48.99,139,48,25.1728
4,81,36,20,11.8003,139,48,55.4615
4,82,36,20,37.0347,139,49,18.9027
4,83,36,21,6.045,139,49,37.6589
4,84,36,21,35.5156,139,49,52.5765
4,85,36,22,5.2599,139,50,8.7193
4,86,36,22,37.3248,139,50,27.6691
4,87,36,23,5.0178,139,50,43.9829
4,88,36,23,35.117,139,51,5.0038
4,89,36,24,2.89,139,51,22.793
4,90,36,24,34.8708,139,51,34.4863
4,91,36,25,6.1831,139,51,42.6116
4,92,36,25,38.1996,139,51,48.0894
4,93,36,26,10.8227,139,51,49.1573
4,94,36,26,42.8905,139,51,52.9485
4,95,36,27,14.289,139,52,1.5127
4,96,36,27,45.9917,139,52,9.428
4,97,36,28,17.9953,139,52,14.3413
4,98,36,28,50.4922,139,52,18.1553
4,99,36,29,22.6189,139,52,19.9716
4,100,36,29,52.2952,139,52,24.0844
4,101,36,30,23.5835,139,52,31.612
4,102,36,30,56.3592,139,52,38.1261
4,114.4,36,35,57.8026,139,57,8.8682
4,114.6,36,36,1.5782,139,57,14.6945
4,114.8,36,36,5.7141,139,57,21.1006
4,115,36,36,9.6268,139,57,27.2954
4,115.2,36,36,13.8371,139,57,33.6726
4,115.4,36,36,17.7843,139,57,40.0503
4,115.6,36,36,21.9849,139,57,46.1141
4,115.8,36,36,26.3825,139,57,52.3315
4,116,36,36,30.9843,139,57,57.4928
4,116.2,36,36,35.4423,139,58,2.976
4,116.4,36,36,36.095,139,58,10.8444
4,116.6,36,36,36.8068,139,58,19.0108
4,116.8,36,36,39.4042,139,58,28.7684
4,117,36,36,44.9505,139,58,29.1937
4,117.2,36,36,48.0964,139,58,29.1978
4,117.4,36,36,54.474,139,58,29.8674
4,117.6,36,37,0.9143,139,58,30.7573
4,117.8,36,37,7.3615,139,58,30.0867
4,118,36,37,13.7571,139,58,28.9416
4,118.2,36,37,20.2021,139,58,27.6151
4,118.4,36,37,26.2975,139,58,25.4252
4,118.6,36,37,32.3503,139,58,22.4573
4,118.8,36,37,38.6501,139,58,19.537
4,119,36,37,44.7329,139,58,17.4543
4,119.2,36,37,50.9867,139,58,15.3544
4,119.4,36,37,57.1808,139,58,13.5536
4,119.6,36,38,3.468,139,58,11.6049
4,119.8,36,38,9.7937,139,58,9.6614
4,120,36,38,16.197,139,58,7.7645
4,120.2,36,38,22.466,139,58,5.7755
4,120.4,36,38,28.6385,139,58,3.5936
4,120.6,36,38,34.1957,139,57,59.6141
4,120.8,36,38,39.7716,139,57,55.3298
4,121,36,38,45.3428,139,57,51.1617
4,121.2,36,38,50.8339,139,57,46.9262
4,121.4,36,38,56.4142,139,57,42.7007
4,121.6,36,39,2.7221,139,57,40.3999
4,121.8,36,39,9.1924,139,57,42.2405
4,122,36,39,14.1301,139,57,47.6376
4,122.2,36,39,17.9801,139,57,54.1428
4,122.4,36,39,21.9061,139,58,0.4456
4,122.6,36,39,27.2076,139,58,4.6214
4,122.8,36,39,33.3748,139,58,5.7143
4,123,36,39,39.4412,139,58,3.4406
4,123.2,36,39,44.1666,139,57,58.2939
4,123.4,36,39,48.8744,139,57,52.681
4,123.6,36,39,53.8597,139,57,47.4808
4,123.8,36,39,59.7504,139,57,43.7797
4,124,36,40,5.7413,139,57,40.6393
4,124.2,36,40,11.6605,139,57,37.6879
4,124.4,36,40,17.9862,139,57,35.0522
4,124.6,36,40,24.6154,139,57,35.8613
4,124.8,36,40,30.5772,139,57,38.0487
4,125,36,40,47.8006,139,57,35.1776
4,125.2,36,40,54.2299,139,57,32.6426
4,125.4,36,41,0.4788,139,57,30.326
4,125.6,36,41,6.8915,139,57,29.4594
4,125.8,36,41,12.4549,139,57,31.9226
4,126,36,41,17.9219,139,57,36.3182
4,126.2,36,41,23.355,139,57,40.5193
4,126.4,36,41,28.9888,139,57,44.5711
4,126.6,36,41,36.556,139,57,46.1179
4,126.8,36,41,42.8454,139,57,44.1129
4,127,36,41,48.4214,139,57,41.9522
4,127.2,36,41,54.5054,139,57,39.638
4,127.4,36,42,0.3948,139,57,37.2544
4,127.6,36,42,6.7157,139,57,34.6528
4,127.8,36,42,12.9191,139,57,32.2656
4,128,36,42,19.3823,139,57,30.6193
4,128.2,36,42,25.8,139,57,29.1797
4,128.4,36,42,32.0879,139,57,27.7301
4,128.6,36,42,38.4828,139,57,26.2976
4,128.8,36,42,44.8857,139,57,24.9583
4,129,36,42,50.9131,139,57,24.2599
4,129.2,36,42,56.1124,139,57,23.8092
4,129.4,36,43,3.5576,139,57,25.2859
4,129.6,36,43,9.2434,139,57,28.9059
4,129.8,36,43,15.4768,139,57,30.9816
4,130,36,43,23.9958,139,57,18.9322
4,130.2,36,43,28.3706,139,57,31.8295
4,130.4,36,43,34.7137,139,57,32.208
4,130.6,36,43,41.443,139,57,33.3236
4,130.8,36,43,47.3939,139,57,34.5518
4,131,36,43,54.527,139,57,12.0399
4,131.2,36,44,0.627,139,57,36.3827
4,131.4,36,44,7.0923,139,57,37.2918
4,131.6,36,44,13.4841,139,57,38.1096
4,131.8,36,44,19.8277,139,57,37.286
4,132,36,44,28.4857,139,57,10.1679
4,132.2,36,44,32.2048,139,57,32.6464
4,132.4,36,44,38.2564,139,57,29.5162
4,132.6,36,44,43.8871,139,57,26.066
4,132.8,36,44,49.5857,139,57,22.0158
4,133,36,44,59.868,139,57,4.7604
